TransactionID,CustID,Employee,ProductID,ProductName,VendorID,ProductVendor,UnitPrice,Quantity,Subtotal,OrderTotal
10340,9,Nancy Davolio,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,12,92.4,99.79
10351,1,Nancy Davolio,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,210.8,20,4216.0,4553.28
10351,1,Nancy Davolio,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,13,100.1,108.11
10351,1,Nancy Davolio,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,10,168.0,181.44
10357,10,Nancy Davolio,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,16,398.4,430.27
10357,10,Nancy Davolio,60,Camembert Pierrot,28,Gai pturage,27.2,8,217.6,235.01
10364,11,Nancy Davolio,71,Flotemysost,15,Norske Meierier,17.2,5,86.0,92.88
10371,12,Nancy Davolio,36,Inlagd Sill,17,Svensk Sjfda AB,15.2,6,91.2,98.5
10374,13,Nancy Davolio,58,Escargots de Bourgogne,27,Escargots Nouveaux,10.6,15,159.0,171.72
10377,14,Nancy Davolio,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,20,728.0,786.24
10377,14,Nancy Davolio,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,14.4,20,288.0,311.04
10385,15,Nancy Davolio,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,24.0,10,240.0,259.2
10385,15,Nancy Davolio,60,Camembert Pierrot,28,Gai pturage,27.2,20,544.0,587.52
10385,15,Nancy Davolio,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10.0,8,80.0,86.4
10387,16,Nancy Davolio,24,Guaran Fantstica,10,Refrescos Americanas LTDA,3.6,15,54.0,58.32
10387,16,Nancy Davolio,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,6,218.4,235.87
10387,16,Nancy Davolio,59,Raclette Courdavault,28,Gai pturage,44.0,12,528.0,570.24
10387,16,Nancy Davolio,71,Flotemysost,15,Norske Meierier,17.2,15,258.0,278.64
10393,17,Nancy Davolio,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,11.2,7,78.4,84.67
10394,18,Nancy Davolio,13,Konbu,6,Mayumi's,4.8,10,48.0,51.84
10394,18,Nancy Davolio,62,Tarte au sucre,29,Forts d'rables,39.4,10,394.0,425.52
10396,19,Nancy Davolio,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,27.8,21,583.8,630.5
10400,11,Nancy Davolio,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,99.0,21,2079.0,2245.32
10401,7,Nancy Davolio,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,18,372.6,402.41
10401,7,Nancy Davolio,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,20,336.0,362.88
10453,20,Nancy Davolio,48,Chocolade,22,Zaanse Snoepfabriek,10.2,15,153.0,165.24
10465,21,Nancy Davolio,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,99.0,18,1782.0,1924.56
10465,21,Nancy Davolio,40,Boston Crab Meat,19,New England Seafood Cannery,14.7,20,294.0,317.52
10469,22,Nancy Davolio,44,Gula Malacca,20,Leka Trading,15.5,2,31.0,33.48
10473,23,Nancy Davolio,33,Geitost,15,Norske Meierier,2.0,12,24.0,25.92
10473,23,Nancy Davolio,71,Flotemysost,15,Norske Meierier,17.2,12,206.4,222.91
10482,24,Nancy Davolio,40,Boston Crab Meat,19,New England Seafood Cannery,14.7,10,147.0,158.76
10486,25,Nancy Davolio,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',16.8,5,84.0,90.72
10486,25,Nancy Davolio,74,Longlife Tofu,4,Tokyo Traders,8.0,16,128.0,138.24
10508,26,Nancy Davolio,13,Konbu,6,Mayumi's,6.0,10,60.0,64.8
10508,26,Nancy Davolio,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,18.0,10,180.0,194.4
10524,27,Nancy Davolio,10,Ikura,4,Tokyo Traders,31.0,2,62.0,66.96
10524,27,Nancy Davolio,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,25.89,10,258.9,279.61
10524,27,Nancy Davolio,54,Tourtire,25,Ma Maison,7.45,15,111.75,120.69
10525,9,Nancy Davolio,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,15,276.0,298.08
10537,28,Nancy Davolio,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,6,318.0,343.44
10537,28,Nancy Davolio,58,Escargots de Bourgogne,27,Escargots Nouveaux,13.25,20,265.0,286.2
10537,28,Nancy Davolio,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,21,730.8,789.26
10537,28,Nancy Davolio,73,Rd Kaviar,17,Svensk Sjfda AB,15.0,9,135.0,145.8
10542,8,Nancy Davolio,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,15,315.0,340.2
10542,8,Nancy Davolio,54,Tourtire,25,Ma Maison,7.45,24,178.8,193.1
10546,29,Nancy Davolio,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,10,300.0,324.0
10558,20,Nancy Davolio,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,20,1060.0,1144.8
10558,20,Nancy Davolio,53,Perth Pasties,24,"G'day, Mate",32.8,18,590.4,637.63
10558,20,Nancy Davolio,73,Rd Kaviar,17,Svensk Sjfda AB,15.0,3,45.0,48.6
10562,30,Nancy Davolio,33,Geitost,15,Norske Meierier,2.5,20,50.0,54.0
10562,30,Nancy Davolio,62,Tarte au sucre,29,Forts d'rables,49.3,10,493.0,532.44
10567,31,Nancy Davolio,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,3,159.0,171.72
10579,32,Nancy Davolio,15,Genen Shouyu,6,Mayumi's,15.5,10,155.0,167.4
10579,32,Nancy Davolio,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,21,162.75,175.77
10587,33,Nancy Davolio,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,6,187.38,202.37
10587,33,Nancy Davolio,35,Steeleye Stout,16,Bigfoot Breweries,18.0,20,360.0,388.8
10587,33,Nancy Davolio,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,20,260.0,280.8
10591,21,Nancy Davolio,3,Aniseed Syrup,1,Exotic Liquids,10.0,14,140.0,151.2
10591,21,Nancy Davolio,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,10,300.0,324.0
10598,7,Nancy Davolio,71,Flotemysost,15,Norske Meierier,21.5,9,193.5,208.98
10604,34,Nancy Davolio,48,Chocolade,22,Zaanse Snoepfabriek,12.75,6,76.5,82.62
10604,34,Nancy Davolio,76,Lakkalikri,23,Karkki Oy,18.0,10,180.0,194.4
10605,35,Nancy Davolio,59,Raclette Courdavault,28,Gai pturage,55.0,20,1100.0,1188.0
10605,35,Nancy Davolio,71,Flotemysost,15,Norske Meierier,21.5,15,322.5,348.3
10612,17,Nancy Davolio,49,Maxilaku,23,Karkki Oy,20.0,18,360.0,388.8
10616,36,Nancy Davolio,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,15,3952.5,4268.7
10616,36,Nancy Davolio,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,14,532.0,574.56
10616,36,Nancy Davolio,70,Outback Lager,7,"Pavlova, Ltd.",15.0,15,225.0,243.0
10616,36,Nancy Davolio,71,Flotemysost,15,Norske Meierier,21.5,15,322.5,348.3
10618,35,Nancy Davolio,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,20,760.0,820.8
10618,35,Nancy Davolio,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,15,187.5,202.5
10626,27,Nancy Davolio,53,Perth Pasties,24,"G'day, Mate",32.8,12,393.6,425.09
10626,27,Nancy Davolio,60,Camembert Pierrot,28,Gai pturage,34.0,20,680.0,734.4
10626,27,Nancy Davolio,71,Flotemysost,15,Norske Meierier,21.5,20,430.0,464.4
10630,8,Nancy Davolio,55,Pt chinois,25,Ma Maison,24.0,12,288.0,311.04
10653,19,Nancy Davolio,60,Camembert Pierrot,28,Gai pturage,34.0,20,680.0,734.4
10655,30,Nancy Davolio,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,20,193.0,208.44
10664,34,Nancy Davolio,10,Ikura,4,Tokyo Traders,31.0,24,744.0,803.52
10664,34,Nancy Davolio,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,12,456.0,492.48
10664,34,Nancy Davolio,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,15,315.75,341.01
10665,37,Nancy Davolio,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,20,1060.0,1144.8
10665,37,Nancy Davolio,59,Raclette Courdavault,28,Gai pturage,55.0,1,55.0,59.4
10665,37,Nancy Davolio,76,Lakkalikri,23,Karkki Oy,18.0,10,180.0,194.4
10668,38,Nancy Davolio,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,8,100.0,108.0
10668,38,Nancy Davolio,55,Pt chinois,25,Ma Maison,24.0,4,96.0,103.68
10668,38,Nancy Davolio,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,33.25,15,498.75,538.65
10671,39,Nancy Davolio,16,Pavlova,7,"Pavlova, Ltd.",17.45,10,174.5,188.46
10671,39,Nancy Davolio,62,Tarte au sucre,29,Forts d'rables,49.3,10,493.0,532.44
10671,39,Nancy Davolio,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,21.05,12,252.6,272.81
10677,40,Nancy Davolio,33,Geitost,15,Norske Meierier,2.5,8,20.0,21.6
10680,41,Nancy Davolio,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,20,250.0,270.0
10690,42,Nancy Davolio,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38.0,20,760.0,820.8
10709,43,Nancy Davolio,60,Camembert Pierrot,28,Gai pturage,34.0,10,340.0,367.2
10710,44,Nancy Davolio,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,5,46.0,49.68
10710,44,Nancy Davolio,47,Zaanse koeken,22,Zaanse Snoepfabriek,9.5,5,47.5,51.3
10713,17,Nancy Davolio,10,Ikura,4,Tokyo Traders,31.0,18,558.0,602.64
10713,17,Nancy Davolio,46,Spegesild,21,Lyngbysild,12.0,24,288.0,311.04
10717,19,Nancy Davolio,54,Tourtire,25,Ma Maison,7.45,15,111.75,120.69
10718,8,Nancy Davolio,16,Pavlova,7,"Pavlova, Ltd.",17.45,20,349.0,376.92
10718,8,Nancy Davolio,62,Tarte au sucre,29,Forts d'rables,49.3,20,986.0,1064.88
10733,27,Nancy Davolio,14,Tofu,6,Mayumi's,23.25,16,372.0,401.76
10733,27,Nancy Davolio,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,45.6,20,912.0,984.96
10746,45,Nancy Davolio,13,Konbu,6,Mayumi's,6.0,6,36.0,38.88
10746,45,Nancy Davolio,62,Tarte au sucre,29,Forts d'rables,49.3,9,443.7,479.2
10773,1,Nancy Davolio,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,7,54.25,58.59
10776,1,Nancy Davolio,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,16,200.0,216.0
10776,1,Nancy Davolio,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14.0,12,168.0,181.44
10785,46,Nancy Davolio,10,Ikura,4,Tokyo Traders,31.0,10,310.0,334.8
10785,46,Nancy Davolio,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,10,77.5,83.7
10789,47,Nancy Davolio,35,Steeleye Stout,16,Bigfoot Breweries,18.0,15,270.0,291.6
10789,47,Nancy Davolio,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,18,225.0,243.0
10792,13,Nancy Davolio,2,Chang,1,Exotic Liquids,19.0,10,190.0,205.2
10792,13,Nancy Davolio,54,Tourtire,25,Ma Maison,7.45,3,22.35,24.14
10792,13,Nancy Davolio,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,15,187.5,202.5
10800,14,Nancy Davolio,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,10,530.0,572.4
10800,14,Nancy Davolio,54,Tourtire,25,Ma Maison,7.45,7,52.15,56.32
10813,48,Nancy Davolio,2,Chang,1,Exotic Liquids,19.0,12,228.0,246.24
10821,15,Nancy Davolio,35,Steeleye Stout,16,Bigfoot Breweries,18.0,20,360.0,388.8
10821,15,Nancy Davolio,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,6,318.0,343.44
10825,49,Nancy Davolio,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,12,374.76,404.74
10825,49,Nancy Davolio,53,Perth Pasties,24,"G'day, Mate",32.8,20,656.0,708.48
10827,9,Nancy Davolio,10,Ikura,4,Tokyo Traders,31.0,15,465.0,502.2
10827,9,Nancy Davolio,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,18.0,21,378.0,408.24
10834,3,Nancy Davolio,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,8,990.32,1069.55
10834,3,Nancy Davolio,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,25.89,20,517.8,559.22
10835,50,Nancy Davolio,59,Raclette Courdavault,28,Gai pturage,55.0,15,825.0,891.0
10835,50,Nancy Davolio,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,2,26.0,28.08
10842,4,Nancy Davolio,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21.0,15,315.0,340.2
10842,4,Nancy Davolio,43,Ipoh Coffee,20,Leka Trading,46.0,5,230.0,248.4
10842,4,Nancy Davolio,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,20,250.0,270.0
10842,4,Nancy Davolio,70,Outback Lager,7,"Pavlova, Ltd.",15.0,12,180.0,194.4
10850,29,Nancy Davolio,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14.0,20,280.0,302.4
10850,29,Nancy Davolio,33,Geitost,15,Norske Meierier,2.5,4,10.0,10.8
10888,51,Nancy Davolio,2,Chang,1,Exotic Liquids,19.0,20,380.0,410.4
10888,51,Nancy Davolio,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,18,225.0,243.0
10900,52,Nancy Davolio,70,Outback Lager,7,"Pavlova, Ltd.",15.0,3,45.0,48.6
10902,53,Nancy Davolio,62,Tarte au sucre,29,Forts d'rables,49.3,6,295.8,319.46
10909,16,Nancy Davolio,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,12,360.0,388.8
10909,16,Nancy Davolio,16,Pavlova,7,"Pavlova, Ltd.",17.45,15,261.75,282.69
10909,16,Nancy Davolio,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,5,48.25,52.11
10910,54,Nancy Davolio,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,12,110.4,119.23
10910,54,Nancy Davolio,49,Maxilaku,23,Karkki Oy,20.0,10,200.0,216.0
10910,54,Nancy Davolio,61,Sirop d'rable,29,Forts d'rables,28.5,5,142.5,153.9
10916,55,Nancy Davolio,16,Pavlova,7,"Pavlova, Ltd.",17.45,6,104.7,113.08
10916,55,Nancy Davolio,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32.0,6,192.0,207.36
10916,55,Nancy Davolio,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,19.5,20,390.0,421.2
10921,21,Nancy Davolio,35,Steeleye Stout,16,Bigfoot Breweries,18.0,10,180.0,194.4
10928,56,Nancy Davolio,47,Zaanse koeken,22,Zaanse Snoepfabriek,9.5,5,47.5,51.3
10928,56,Nancy Davolio,76,Lakkalikri,23,Karkki Oy,18.0,5,90.0,97.2
10950,2,Nancy Davolio,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,22.0,5,110.0,118.8
10952,50,Nancy Davolio,6,Grandma's Boysenberry Spread,3,Grandma Kelly's Homestead,25.0,16,400.0,432.0
10952,50,Nancy Davolio,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,45.6,2,91.2,98.5
10968,1,Nancy Davolio,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,33.25,4,133.0,143.64
10969,57,Nancy Davolio,46,Spegesild,21,Lyngbysild,12.0,9,108.0,116.64
10975,58,Nancy Davolio,8,Northwoods Cranberry Sauce,3,Grandma Kelly's Homestead,40.0,16,640.0,691.2
10975,58,Nancy Davolio,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,10,77.5,83.7
10976,25,Nancy Davolio,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,45.6,20,912.0,984.96
10984,17,Nancy Davolio,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,20,90.0,97.2
10991,59,Nancy Davolio,70,Outback Lager,7,"Pavlova, Ltd.",15.0,20,300.0,324.0
10992,60,Nancy Davolio,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,2,69.6,75.17
10995,61,Nancy Davolio,51,Manjimup Dried Apples,24,"G'day, Mate",53.0,20,1060.0,1144.8
10995,61,Nancy Davolio,60,Camembert Pierrot,28,Gai pturage,34.0,4,136.0,146.88
11023,62,Nancy Davolio,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,4,120.0,129.6
11027,58,Nancy Davolio,62,Tarte au sucre,29,Forts d'rables,49.3,21,1035.3,1118.12
11038,63,Nancy Davolio,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,5,92.0,99.36
11038,63,Nancy Davolio,52,Filo Mix,24,"G'day, Mate",7.0,2,14.0,15.12
11039,64,Nancy Davolio,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,45.6,20,912.0,984.96
11039,64,Nancy Davolio,35,Steeleye Stout,16,Bigfoot Breweries,18.0,24,432.0,466.56
11064,17,Nancy Davolio,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,12,115.8,125.06
11064,17,Nancy Davolio,55,Pt chinois,25,Ma Maison,24.0,4,96.0,103.68
11067,49,Nancy Davolio,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,9,86.85,93.8
11069,4,Nancy Davolio,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,18.0,20,360.0,388.8
11071,10,Nancy Davolio,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,15,450.0,486.0
11071,10,Nancy Davolio,13,Konbu,6,Mayumi's,6.0,10,60.0,64.8
11077,7,Nancy Davolio,2,Chang,1,Exotic Liquids,19.0,24,456.0,492.48
11077,7,Nancy Davolio,3,Aniseed Syrup,1,Exotic Liquids,10.0,4,40.0,43.2
11077,7,Nancy Davolio,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,22.0,1,22.0,23.76
11077,7,Nancy Davolio,6,Grandma's Boysenberry Spread,3,Grandma Kelly's Homestead,25.0,1,25.0,27.0
11077,7,Nancy Davolio,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30.0,1,30.0,32.4
11077,7,Nancy Davolio,8,Northwoods Cranberry Sauce,3,Grandma Kelly's Homestead,40.0,2,80.0,86.4
11077,7,Nancy Davolio,10,Ikura,4,Tokyo Traders,31.0,1,31.0,33.48
11077,7,Nancy Davolio,12,Queso Manchego La Pastora,5,Cooperativa de Quesos 'Las Cabras',38.0,2,76.0,82.08
11077,7,Nancy Davolio,13,Konbu,6,Mayumi's,6.0,4,24.0,25.92
11077,7,Nancy Davolio,14,Tofu,6,Mayumi's,23.25,1,23.25,25.11
11077,7,Nancy Davolio,16,Pavlova,7,"Pavlova, Ltd.",17.45,2,34.9,37.69
11077,7,Nancy Davolio,20,Sir Rodney's Marmalade,8,"Specialty Biscuits, Ltd.",81.0,1,81.0,87.48
11077,7,Nancy Davolio,23,Tunnbrd,9,PB Knckebrd AB,9.0,2,18.0,19.44
11077,7,Nancy Davolio,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32.0,1,32.0,34.56
11077,7,Nancy Davolio,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,18.0,2,36.0,38.88
11077,7,Nancy Davolio,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,3,28.95,31.27
11077,7,Nancy Davolio,46,Spegesild,21,Lyngbysild,12.0,3,36.0,38.88
11077,7,Nancy Davolio,52,Filo Mix,24,"G'day, Mate",7.0,2,14.0,15.12
11077,7,Nancy Davolio,55,Pt chinois,25,Ma Maison,24.0,2,48.0,51.84
11077,7,Nancy Davolio,60,Camembert Pierrot,28,Gai pturage,34.0,2,68.0,73.44
11077,7,Nancy Davolio,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,33.25,2,66.5,71.82
11077,7,Nancy Davolio,66,Louisiana Hot Spiced Okra,2,New Orleans Cajun Delights,17.0,1,17.0,18.36
11077,7,Nancy Davolio,73,Rd Kaviar,17,Svensk Sjfda AB,15.0,2,30.0,32.4
11077,7,Nancy Davolio,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,4,31.0,33.48
11077,7,Nancy Davolio,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13.0,2,26.0,28.08
10265,65,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",12.0,20,240.0,259.2
10277,66,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,20,728.0,786.24
10277,66,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,39.4,12,472.8,510.62
10280,27,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,3.6,12,43.2,46.66
10280,27,Andrew Fuller,55,Pt chinois,25,Ma Maison,19.2,20,384.0,414.72
10295,67,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,4,121.6,131.33
10300,2,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10.0,20,200.0,216.0
10307,37,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,39.4,10,394.0,425.52
10307,37,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10.0,3,30.0,32.4
10312,38,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,4,145.6,157.25
10312,38,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,36.8,24,883.2,953.86
10312,38,Andrew Fuller,53,Perth Pasties,24,"G'day, Mate",26.2,20,524.0,565.92
10312,38,Andrew Fuller,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,6.2,10,62.0,66.96
10313,59,Andrew Fuller,36,Inlagd Sill,17,Svensk Sjfda AB,15.2,12,182.4,196.99
10339,35,Andrew Fuller,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,17.6,10,176.0,190.08
10345,59,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,9,100.8,108.86
10368,1,Andrew Fuller,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8.0,5,40.0,43.2
10368,1,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,13,473.2,511.06
10379,33,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,8,61.6,66.53
10379,33,Andrew Fuller,63,Vegie-spread,7,"Pavlova, Ltd.",35.1,16,561.6,606.53
10379,33,Andrew Fuller,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,20,336.0,362.88
10388,14,Andrew Fuller,45,Rogede sild,21,Lyngbysild,7.6,15,114.0,123.12
10388,14,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",5.6,20,112.0,120.96
10407,26,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,28.8,15,432.0,466.56
10407,26,Andrew Fuller,71,Flotemysost,15,Norske Meierier,17.2,15,258.0,278.64
10414,68,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,18,131.4,141.91
10422,44,Andrew Fuller,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,2,49.8,53.78
10462,69,Andrew Fuller,13,Konbu,6,Mayumi's,4.8,1,4.8,5.18
10462,69,Andrew Fuller,23,Tunnbrd,9,PB Knckebrd AB,7.2,21,151.2,163.3
10471,62,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,20,608.0,656.64
10478,29,Andrew Fuller,10,Ikura,4,Tokyo Traders,24.8,20,496.0,535.68
